CNTYVTD,Trump,Clinton,winner,population,registered,turnout,percentSpanishSurname
270102,1332,435,Trump,4661,3073,1914,12.1
270103,1679,729,Trump,10409,5075,2555,21.4
270104,3428,928,Trump,8560,7038,4654,7.8
270105,798,152,Trump,2611,1592,991,9.3
270106,817,1550,Clinton,11305,5845,2534,14.5
270107,200,105,Trump,1013,595,312,20.5
270108,809,136,Trump,2370,1535,990,10
270109,471,667,Clinton,5712,3100,1212,14.8
270110,319,225,Trump,12062,2792,623,10.9
270111,1917,1012,Trump,8563,5513,3127,10.7
270113,144,30,Trump,366,269,187,4.1
270201,919,857,Trump,8136,4095,1893,11.6
270202,1991,1156,Trump,9585,6352,3422,10.2
270203,3484,837,Trump,7640,6279,4582,5.9
270204,521,576,Clinton,6262,2989,1174,14
270205,751,1446,Clinton,9263,5561,2307,14.6
270206,337,577,Clinton,3124,1982,982,12.2
270207,575,975,Clinton,6380,3955,1675,14.7
270208,1121,2065,Clinton,10835,7036,3430,14.1
270209,1957,1905,Trump,9359,7501,4192,10.9
270210,1143,1531,Clinton,6701,5159,2863,12.8
270301,1735,302,Trump,5283,3544,2142,10.4
270302,1349,809,Trump,7089,4178,2340,11.8
270303,1433,1082,Trump,8098,4890,2664,15.3
270304,340,113,Trump,1266,773,475,13.7
270305,1168,496,Trump,4141,2886,1811,10
270306,386,533,Clinton,6904,2696,968,25.4
270307,353,901,Clinton,7648,3661,1312,21.4
270308,484,479,Trump,4111,2306,1059,13
270309,416,76,Trump,1069,790,516,5.1
270310,284,41,Trump,663,476,337,5.9
270311,1406,269,Trump,4031,2729,1754,7.4
270312,972,190,Trump,3172,1983,1203,14.2
270313,1191,502,Trump,4169,2865,1822,8.4
270314,843,568,Trump,6418,3220,1507,17.2
270315,2267,993,Trump,7048,5771,3582,14.1
270317,2780,1243,Trump,7460,6551,4338,8.7
270401,500,157,Trump,1947,1271,712,9
270402,1071,420,Trump,3192,2441,1568,9.1
270405,717,1574,Clinton,14275,6211,2462,14.2
270406,558,706,Clinton,7402,3556,1334,14.2
270408,1034,1749,Clinton,10934,6790,2964,14
270409,427,444,Clinton,1592,1647,938,12.4
270410,349,595,Clinton,8484,3465,1021,16.7
270412,693,1689,Clinton,11439,6392,2541,13.9
270413,940,1825,Clinton,8713,6309,2959,15.1
291001,85,335,Clinton,933,735,446,52.5
291002,113,233,Clinton,1029,651,372,50.5
291003,136,708,Clinton,2926,1772,898,72.9
291004,55,330,Clinton,2417,910,397,85.9
291005,56,287,Clinton,1534,787,354,87.3
291006,181,829,Clinton,4180,2185,1048,89.9
291007,151,502,Clinton,2133,1286,674,89.4
291008,154,857,Clinton,2675,1902,1089,55.1
291009,334,509,Clinton,1273,1496,902,48.3
291010,55,233,Clinton,1171,675,313,72.6
291011,51,172,Clinton,1057,553,227,83.9
291012,319,696,Clinton,4112,2171,1076,65.1
291013,177,908,Clinton,4210,2423,1129,89.1
291014,77,449,Clinton,2876,1387,544,89
291015,117,453,Clinton,2859,1477,597,91.5
291016,83,433,Clinton,2225,1212,542,89.2
291017,34,50,Clinton,328,192,97,59.9
291018,204,754,Clinton,4949,2328,1005,84.7
291019,71,277,Clinton,2837,858,372,77.9
291020,264,811,Clinton,4027,2308,1128,79.9
291021,155,613,Clinton,3313,1781,814,86.5
291022,85,351,Clinton,1718,1003,456,86.9
291023,162,872,Clinton,4750,2646,1076,91.8
291024,555,1037,Clinton,5178,3077,1689,56.7
291025,30,185,Clinton,1549,750,228,90.1
291026,106,472,Clinton,2773,1339,599,88.1
291027,23,98,Clinton,1098,314,125,77.4
291028,87,337,Clinton,2042,1020,446,83.2
291029,115,612,Clinton,2970,1657,763,87.6
291030,12,11,Trump,66,74,29,31.1
291031,95,529,Clinton,3078,1521,657,87.7
291032,137,821,Clinton,4408,2548,1013,89.4
291033,279,538,Clinton,3974,1973,865,65.1
291034,1663,1582,Trump,6698,5635,3484,36
291035,181,112,Trump,10153,953,346,9.7
291036,644,996,Clinton,6794,3406,1740,55.2
291037,310,764,Clinton,5891,2507,1140,66.3
291038,425,900,Clinton,5135,2747,1400,67.6
291039,202,795,Clinton,7845,2997,1041,81.6
291040,135,815,Clinton,4959,2393,998,88.3
291041,153,735,Clinton,4513,2414,931,88.2
291042,123,433,Clinton,1902,1245,573,91.4
291043,224,470,Clinton,2858,1468,727,69.8
291044,212,857,Clinton,3349,2132,1109,89.6
291045,306,1126,Clinton,6286,2968,1521,85.7
291046,170,739,Clinton,3737,1969,950,86.3
291047,180,621,Clinton,3374,1791,834,85.7
291048,217,788,Clinton,4215,2215,1071,82.3
291049,270,846,Clinton,5124,2548,1165,84.7
291050,192,445,Clinton,2573,1363,661,74.4
291051,295,642,Clinton,3891,2029,992,73.6
291052,264,637,Clinton,3358,1970,962,74.7
291053,36,80,Clinton,502,263,120,73.8
291054,234,786,Clinton,3402,2259,1079,78.5
291055,397,712,Clinton,3158,1910,1213,50.4
291056,365,731,Clinton,3532,2412,1153,80.7
291057,462,466,Clinton,4589,2093,986,57.7
291058,541,601,Clinton,4731,2475,1204,67.1
291059,51,66,Clinton,1010,316,124,73.7
291060,226,994,Clinton,6091,2767,1278,88.1
291061,198,818,Clinton,6845,2550,1068,79.1
291062,93,73,Trump,638,318,175,64.8
291063,429,448,Clinton,3705,2011,925,64.4
291064,252,323,Clinton,2476,1301,611,67.1
291065,467,575,Clinton,4101,2114,1100,70
291066,111,231,Clinton,1590,766,358,76.4
291067,743,581,Trump,5387,2711,1383,59.1
291068,459,578,Clinton,5046,2263,1101,55.4
291069,136,174,Clinton,928,448,327,45.5
291070,148,321,Clinton,2514,1101,497,62.1
291071,342,575,Clinton,3129,1829,973,57
291072,288,682,Clinton,3354,1954,1059,48.7
291073,1214,1323,Clinton,7216,4650,2773,34
291074,1,8,Clinton,53,24,10,70.8
291075,202,628,Clinton,5128,2125,880,76.2
291076,502,914,Clinton,5494,2841,1499,53.7
291077,139,662,Clinton,3000,1652,835,87.2
291078,33,183,Clinton,911,503,228,91.5
291079,889,1574,Clinton,8558,4731,2672,46.8
291080,696,1776,Clinton,10834,5265,2666,53.7
291081,556,257,Trump,1083,1332,862,14.9
291082,752,1445,Clinton,8396,4483,2342,59.9
291083,614,972,Clinton,4005,2848,1693,46
291084,274,615,Clinton,4675,2115,948,71.1
291085,210,517,Clinton,4238,1675,764,66.4
291086,380,855,Clinton,3997,2365,1288,61.1
291087,192,492,Clinton,3523,1533,707,69.6
291088,75,320,Clinton,1818,995,410,90.1
291089,159,192,Clinton,1103,661,376,68.8
291090,1,1,,0,0,2,0
291091,280,728,Clinton,3812,1854,1055,81.7
291092,68,267,Clinton,2011,822,353,81.4
291093,184,193,Clinton,683,664,415,35.7
291094,223,489,Clinton,2290,1482,764,61.3
291095,54,52,Trump,1800,323,127,13
291096,3,13,Clinton,30,47,17,59.6
291097,92,254,Clinton,1519,804,361,88.4
291098,43,325,Clinton,1870,923,396,85
291099,861,1581,Clinton,5679,4333,2587,51
291100,491,857,Clinton,4417,2563,1454,49.7
291101,3,1,Trump,0,1,4,0
291102,266,212,Trump,1448,917,505,54.6
291103,0,0,,0,0,0,0
291104,637,1029,Clinton,4418,3011,1780,51.5
291105,12,12,,342,68,27,47.1
291106,0,0,,5,0,0,0
291107,521,692,Clinton,5916,2701,1273,69.1
291108,1061,1176,Clinton,6365,3865,2383,36.5
291109,1,0,Trump,4,2,1,0
291110,1149,1807,Clinton,5739,5555,3241,43.3
291111,940,1622,Clinton,7868,4527,2757,49.1
291112,788,1860,Clinton,10677,5410,2830,59.4
291113,551,901,Clinton,2693,2642,1562,32.1
291114,0,0,,3,1,0,100
291115,58,61,Clinton,397,225,125,55.6
291116,111,157,Clinton,876,471,292,70.3
291117,50,113,Clinton,661,355,167,79.2
291118,467,491,Clinton,1205,1733,1044,35.9
291119,14,40,Clinton,337,137,57,83.2
291120,4,43,Clinton,270,128,49,88.3
291121,1817,2020,Clinton,4816,6154,4138,34
291122,2118,1780,Trump,2781,5425,4120,24.9
291123,122,134,Clinton,1325,507,268,60
291124,112,201,Clinton,2027,716,333,77.2
291125,8,36,Clinton,336,128,49,54.7
291126,0,0,,0,0,0,0
291127,51,211,Clinton,1234,629,271,87.4
291128,57,175,Clinton,889,471,240,85.8
291129,75,147,Clinton,659,442,232,68.1
291130,0,0,,14,0,0,0
291131,0,0,,0,0,0,0
291132,0,2,Clinton,9,2,2,0
291133,2,0,Trump,7,2,2,0
291134,0,0,,6,0,0,0
291135,1,1,,44,2,2,100
291136,47,83,Clinton,504,349,133,54.4
291137,0,0,,0,0,0,0
291138,0,5,Clinton,13,8,5,100
291139,0,0,,0,0,0,0
292001,45,276,Clinton,2238,893,338,78.6
292002,77,461,Clinton,2547,1242,564,89.4
292003,147,1055,Clinton,7618,3276,1256,87.8
292004,174,854,Clinton,6974,2840,1077,80.7
292005,89,405,Clinton,1750,949,522,78.2
292006,2,10,Clinton,47,21,12,95.2
292007,152,784,Clinton,5181,2274,979,91.1
292008,76,380,Clinton,2518,1103,473,90.1
292009,260,668,Clinton,5604,2100,1018,37.5
292010,180,288,Clinton,3024,1022,504,41.5
292011,126,654,Clinton,3683,2106,821,83.8
292012,79,516,Clinton,3000,1506,619,90.2
292013,117,436,Clinton,2334,1140,591,83.2
292014,138,443,Clinton,2309,1203,618,82.3
292015,89,589,Clinton,4117,1908,714,90.9
292016,52,401,Clinton,2886,1355,471,91.9
292017,58,323,Clinton,2586,1225,400,91.8
292018,111,481,Clinton,1916,1084,606,87.9
292019,98,508,Clinton,3425,1789,644,89.9
292020,105,809,Clinton,5366,2510,972,73.7
292021,160,885,Clinton,5388,2672,1090,89.3
292022,102,484,Clinton,3094,1599,620,88.4
292023,284,1099,Clinton,5019,2963,1481,80.2
292024,210,605,Clinton,4296,1816,864,78.4
292025,267,908,Clinton,4431,2394,1241,77
292026,367,772,Clinton,3583,2099,1198,57.3
292027,248,513,Clinton,2097,1238,791,63.3
292028,378,909,Clinton,3552,2174,1348,61.4
292029,80,401,Clinton,3349,1340,508,89.3
292030,86,505,Clinton,3344,1558,613,90.2
292031,85,537,Clinton,3623,1598,640,88.1
292032,44,183,Clinton,1161,521,240,89.4
292033,42,250,Clinton,5805,989,309,60.9
292034,52,260,Clinton,1751,1396,331,52.1
292035,157,652,Clinton,1851,1304,870,42.2
292036,313,734,Clinton,1876,1507,1115,24.2
292037,441,468,Clinton,1987,1473,974,39
292038,252,368,Clinton,1252,949,665,43.3
292039,135,546,Clinton,2433,1318,720,72.6
292040,320,868,Clinton,4536,2435,1272,68.1
292041,313,994,Clinton,4416,2771,1380,81.1
292042,152,599,Clinton,3396,1692,785,82.3
292043,134,566,Clinton,3756,1777,721,84.3
292044,174,729,Clinton,5566,2440,941,85
292045,258,952,Clinton,2750,1947,1277,64.6
292046,311,919,Clinton,3023,2031,1297,70.4
292047,253,691,Clinton,2490,1593,984,67.5
292048,147,555,Clinton,3768,1736,744,82.4
292049,375,992,Clinton,5575,2937,1446,73.9
292050,274,631,Clinton,3001,1769,964,64.4
292051,62,222,Clinton,1728,584,310,52.6
292052,83,337,Clinton,2066,992,443,83.1
292053,95,436,Clinton,2192,1185,552,75.1
292054,201,880,Clinton,3060,1940,1149,55.5
292055,257,836,Clinton,2866,1821,1175,16.7
292056,180,494,Clinton,2570,1387,710,76.1
292057,194,742,Clinton,5017,2202,999,83
292058,249,749,Clinton,4485,2185,1052,79.6
292059,268,747,Clinton,5040,2235,1074,74
292060,184,512,Clinton,2869,1418,735,66.6
292061,220,357,Clinton,1595,1025,627,40.4
292062,220,422,Clinton,1758,1103,677,64.7
292063,670,380,Trump,1445,1529,1118,29.1
292064,427,780,Clinton,3907,2276,1293,62.2
292065,1272,2116,Clinton,11165,6390,3695,49.5
292066,1139,1158,Clinton,5026,3600,2466,38.6
292067,30,129,Clinton,445,282,172,64.9
292068,1077,1232,Clinton,5769,3952,2476,43.4
292069,459,869,Clinton,5035,2718,1413,56.3
292070,85,730,Clinton,4350,2152,855,89.4
292071,43,250,Clinton,1986,909,307,89.3
292072,718,987,Clinton,5042,3140,1878,48.7
292073,183,400,Clinton,2547,1222,624,65.7
292074,74,337,Clinton,2368,1146,418,90.8
292075,18,127,Clinton,881,449,151,90.9
292076,599,718,Clinton,3671,2261,1425,43.7
292077,561,734,Clinton,3344,2214,1393,45.8
292078,445,784,Clinton,4687,2447,1307,59.9
292079,23,207,Clinton,1795,708,243,90.4
292080,140,294,Clinton,1858,914,463,68.4
292081,138,277,Clinton,1353,829,447,63.9
292082,214,461,Clinton,3609,1503,725,66.5
292083,89,307,Clinton,1078,677,430,67.1
292084,1173,944,Trump,4483,3357,2279,30.2
292085,177,524,Clinton,2880,1401,742,71.4
292086,793,1018,Clinton,4822,3061,1969,42.9
292087,508,553,Clinton,2409,1715,1149,43.1
292088,783,1225,Clinton,6075,3643,2164,51.8
292089,36,165,Clinton,1070,520,209,89.4
292090,258,641,Clinton,3368,1928,953,47.6
292091,402,966,Clinton,5087,2934,1506,38.9
292092,94,142,Clinton,996,535,258,46
292093,222,305,Clinton,1655,1127,571,37.9
292094,78,63,Trump,171,182,152,9.9
292095,1032,725,Trump,3114,2718,1890,30
292096,361,706,Clinton,3702,2321,1196,34.5
292097,465,776,Clinton,4403,2456,1341,52.7
292098,226,417,Clinton,2835,1371,708,64.9
292099,405,452,Clinton,2469,1508,925,36.4
292100,205,403,Clinton,2387,1287,649,65.1
292101,1435,1479,Clinton,8034,5181,3150,39.8
292102,698,833,Clinton,3767,2575,1631,42.4
292103,10,98,Clinton,641,321,115,90
292104,14,103,Clinton,513,242,125,77.7
292105,100,141,Clinton,1710,579,260,43.2
292106,76,172,Clinton,1516,543,268,53.8
292107,77,127,Clinton,757,438,215,68
292108,404,317,Trump,1537,1134,777,31.3
292109,0,0,,0,0,0,0
292110,301,404,Clinton,2282,1272,754,52.9
292111,170,353,Clinton,2708,1112,550,56
292112,397,558,Clinton,2247,1695,1020,51.7
292113,15,16,Clinton,73,90,33,47.8
292114,370,733,Clinton,5268,2362,1177,57
292115,849,693,Trump,1547,2273,1651,32.5
292116,1,1,,0,0,2,0
292117,51,220,Clinton,1416,610,281,83.3
292118,1,14,Clinton,95,26,15,84.6
292119,30,120,Clinton,0,325,158,36.3
292120,17,41,Clinton,118,132,60,38.6
292121,102,162,Clinton,909,527,282,64.9
292122,184,494,Clinton,3404,1542,733,43.2
292123,579,534,Trump,2576,1886,1198,41.9
292124,154,232,Clinton,810,570,408,42.6
292125,1107,1324,Clinton,3410,4035,2636,38.3
292126,283,446,Clinton,3016,1528,771,54
292127,626,796,Clinton,3940,2536,1512,44.1
292128,146,698,Clinton,5503,2272,884,86.1
292129,0,1,Clinton,0,0,1,0
292130,0,0,,3,0,0,0
292131,69,129,Clinton,723,351,215,42.7
292132,0,2,Clinton,1,4,2,0
292133,91,111,Clinton,547,340,215,43.8
292134,177,410,Clinton,3799,1501,649,43
292135,84,218,Clinton,1705,698,322,62.5
292136,37,102,Clinton,581,283,146,58.3
292137,248,396,Clinton,1962,1155,685,47.8
292138,183,308,Clinton,2333,968,536,46.4
292139,488,556,Clinton,2901,1863,1123,45.8
292140,226,450,Clinton,2738,1424,732,50.6
292141,334,435,Clinton,1913,1312,843,43.8
292142,85,175,Clinton,1590,663,281,47.1
292143,540,683,Clinton,3814,2206,1302,44.7
292144,380,670,Clinton,2976,1827,1110,53.3
292145,99,110,Clinton,513,340,215,49.7
292146,7,20,Clinton,246,82,29,51.2
292147,90,105,Clinton,644,443,213,45.8
292148,526,1080,Clinton,5339,3293,1737,35.3
292149,273,579,Clinton,5983,2130,932,34.3
292150,0,5,Clinton,10,9,6,77.8
292151,6,11,Clinton,321,77,19,46.8
292152,35,217,Clinton,1348,687,275,68
292153,53,110,Clinton,895,399,179,42.1
292154,260,149,Trump,587,594,432,22.4
292155,2,2,,3,1,4,0
292156,202,352,Clinton,1928,1100,614,28.7
292157,0,0,,0,0,0,0
292158,0,0,,0,0,0,0
292159,42,75,Clinton,343,207,124,48.3
292160,17,56,Clinton,806,235,74,63.8
292161,435,698,Clinton,2823,1868,1223,47.6
292162,1,3,Clinton,25,4,4,0
293001,1026,781,Trump,3849,3022,1944,20
293002,693,718,Clinton,3240,2278,1503,44.3
293003,30,17,Trump,72,68,51,35.3
293004,2,0,Trump,0,0,2,0
293005,878,343,Trump,995,1693,1308,19
293006,393,349,Trump,1332,1067,802,32.6
293007,891,732,Trump,4062,2776,1730,23.8
293008,37,23,Trump,114,90,64,13.3
293009,7,0,Trump,7,7,7,0
293010,103,190,Clinton,1185,646,318,33.6
293011,392,322,Trump,1131,993,764,27.6
293012,376,166,Trump,584,779,577,19.9
293013,499,598,Clinton,2790,1844,1193,36.9
293014,159,177,Clinton,862,569,365,37.8
293015,291,350,Clinton,3711,982,677,41.1
293016,80,56,Trump,280,205,146,23.9
293017,689,210,Trump,1428,1231,947,11.2
293018,669,561,Trump,2237,1711,1333,12.6
293019,137,233,Clinton,1410,707,396,34.8
293020,800,912,Clinton,3244,2573,1865,12.1
293021,1230,509,Trump,2855,2367,1866,4.5
293022,546,532,Trump,2023,1528,1159,14.1
293023,574,791,Clinton,3793,2463,1483,40.4
293024,1,1,,0,0,2,0
293025,606,551,Trump,1992,1695,1266,10.9
293026,530,478,Trump,1795,1482,1106,8.8
293027,548,423,Trump,1978,1459,1061,17.9
293028,617,552,Trump,3436,2021,1254,31.8
293029,361,412,Clinton,1669,1287,846,34.9
293030,906,601,Trump,2731,2136,1617,14.5
293031,6,8,Clinton,31,23,16,39.1
293032,426,732,Clinton,2903,2043,1262,35
293033,941,444,Trump,2761,2163,1477,16.7
293034,1533,390,Trump,2787,2630,2031,6.2
293035,235,270,Clinton,1098,801,528,29.6
293036,758,1092,Clinton,5180,3460,2046,34.5
293037,790,862,Clinton,3860,2805,1789,35
293038,377,408,Clinton,1609,1197,832,40.4
293039,1947,1010,Trump,7252,4863,3189,22.3
293040,673,614,Trump,2952,2107,1400,30.7
293041,211,164,Trump,879,572,411,26.2
293042,1797,1201,Trump,6523,4766,3225,21.4
293043,1211,499,Trump,2467,2484,1790,18.7
293044,572,461,Trump,2500,1665,1106,23.6
293045,670,392,Trump,1923,1587,1134,18.4
293046,528,520,Trump,1712,1541,1125,19.4
293047,630,586,Trump,2147,1773,1320,14.1
293048,493,504,Clinton,1656,1421,1088,11.9
293049,866,605,Trump,2531,2098,1579,13.9
293050,424,339,Trump,1879,1248,820,20
293051,170,88,Trump,410,359,274,11.1
293052,1604,1241,Trump,5883,4627,2999,24.9
293053,552,485,Trump,2766,1721,1135,13.5
293054,425,592,Clinton,2380,1677,1090,43.4
293055,2761,1100,Trump,3830,5530,4108,16.8
293056,450,643,Clinton,3373,2208,1184,37.3
293057,194,183,Trump,717,583,407,24.4
293058,990,1508,Clinton,6168,4938,2725,32.6
293059,584,459,Trump,2873,1790,1108,28.3
293060,592,571,Trump,2503,1941,1255,29.6
293061,499,569,Clinton,3962,2104,1167,35.1
293062,17,4,Trump,52,38,24,15.8
293063,575,614,Clinton,2614,1874,1273,32.3
293064,137,137,,541,433,296,30.9
293065,7,11,Clinton,0,30,19,56.7
293066,615,625,Clinton,2421,1921,1325,32.6
293067,564,484,Trump,1628,1487,1127,25.9
293068,407,835,Clinton,5660,2623,1371,40.5
293069,1029,957,Trump,3729,3115,2157,26
293070,952,801,Trump,2969,2478,1851,22.4
293071,642,868,Clinton,3924,2548,1632,37
293072,1347,890,Trump,4365,3613,2400,23.3
293073,510,518,Clinton,2085,1571,1115,25.8
293074,964,783,Trump,3131,2528,1872,22.1
293075,1382,737,Trump,3029,2929,2245,15.5
293076,680,382,Trump,1814,1505,1128,12.8
293077,870,742,Trump,2960,2350,1756,19.8
293078,1037,818,Trump,3794,2854,2006,27.2
293079,1152,899,Trump,3709,3083,2192,19.1
293080,408,296,Trump,1561,1094,745,24
293081,714,649,Trump,3273,2218,1479,24.7
293082,723,673,Trump,3872,2428,1483,30.1
293083,597,406,Trump,2632,1690,1091,24.4
293084,1066,815,Trump,4895,3160,2034,28.9
293085,428,361,Trump,1802,1285,861,24.5
293086,681,507,Trump,1794,1671,1265,23.2
293087,636,394,Trump,2235,1658,1079,23.5
293088,1199,751,Trump,2541,2907,2075,19.6
293089,1939,839,Trump,4572,3914,2964,20.8
293090,1075,805,Trump,4619,3116,2016,22.5
293091,460,148,Trump,1053,883,658,12.5
293092,1381,587,Trump,3062,2697,2086,12
293093,1772,1066,Trump,6431,4412,3096,17.6
293094,1193,667,Trump,2698,2662,1941,19.7
293095,448,756,Clinton,3044,2595,1332,33.1
293097,7,1,Trump,12,11,8,0
293098,453,354,Trump,1662,1270,881,26.7
293099,1293,1142,Trump,5895,3863,2626,29.6
293100,944,830,Trump,4476,2996,1895,31.7
293101,851,719,Trump,3132,2407,1672,28.9
293102,1212,820,Trump,4320,3120,2195,19.6
293103,150,205,Clinton,1076,661,378,29.3
293104,1005,716,Trump,3555,2641,1852,20.6
293105,1006,831,Trump,5270,3255,1993,31.8
293106,755,388,Trump,1895,1676,1221,22.7
293107,328,586,Clinton,2034,1629,1009,36
293108,610,358,Trump,1981,1468,1053,19.8
293109,668,942,Clinton,5492,3188,1733,46.1
293110,939,852,Trump,4387,2955,1901,32.5
293111,0,0,,0,1,0,0
293112,309,465,Clinton,2787,1496,848,35.4
293113,154,358,Clinton,2264,1107,571,36.3
293114,1122,487,Trump,2823,2332,1739,13.6
293115,760,552,Trump,2079,1787,1392,20
293116,424,550,Clinton,2155,1554,1037,47
293117,1218,841,Trump,3836,3050,2211,22.6
293118,311,282,Trump,1395,972,620,21.2
293119,1108,1130,Clinton,6389,3873,2425,26.1
293120,956,940,Trump,5103,3198,2056,32.6
293121,1450,1057,Trump,5508,4155,2694,20.8
293122,740,588,Trump,3415,2123,1432,24.4
293123,71,90,Clinton,381,292,179,45.9
293124,909,618,Trump,1864,2401,1609,21
293125,2412,1577,Trump,7854,6243,4233,19.3
293126,535,333,Trump,870,1239,922,30.3
293127,854,1032,Clinton,3192,3209,2025,34.6
293128,23,14,Trump,67,60,43,10
293129,784,1073,Clinton,4448,3179,2004,42.2
293130,746,439,Trump,2051,1699,1285,13.9
293131,8,4,Trump,0,7,12,28.6
293132,280,392,Clinton,3536,1520,744,36.5
293133,1,0,Trump,0,0,1,0
293134,456,891,Clinton,5147,2879,1462,37.8
293135,269,267,Trump,1404,880,571,29.2
293136,171,166,Trump,583,490,365,36.9
293137,1516,1093,Trump,5384,4274,2793,26.2
293138,34,8,Trump,187,64,42,14.1
293139,257,423,Clinton,1990,1274,732,40.1
293140,85,135,Clinton,613,397,243,53.7
293141,333,501,Clinton,2914,1567,904,37.7
293142,50,62,Clinton,0,252,126,31.3
293143,426,485,Clinton,2091,1535,976,38.2
293144,2,2,,0,3,4,66.7
293145,879,699,Trump,2283,2397,1697,22
293146,779,1041,Clinton,4903,3103,1984,34
293147,669,804,Clinton,3515,2491,1593,35.2
293148,455,269,Trump,1329,1051,753,20.5
293149,258,1023,Clinton,4437,3561,1424,37.5
293150,7,7,,20,32,16,31.3
293151,1357,1052,Trump,4950,3743,2601,26.3
293152,236,395,Clinton,3140,1305,684,28
293153,544,488,Trump,2034,1596,1109,24.4
293154,711,402,Trump,1991,1691,1218,15.4
293155,26,87,Clinton,380,244,126,39.3
293156,7,3,Trump,7,11,10,9.1
293157,1018,774,Trump,3458,2720,1909,21.8
293159,456,669,Clinton,4674,2443,1222,30.4
293160,565,422,Trump,2049,1575,1065,28.8
293161,611,783,Clinton,5477,2783,1494,34.2
293162,317,353,Clinton,1342,1133,741,35
293163,927,694,Trump,3643,2577,1734,22.6
293164,2300,1191,Trump,4367,5166,3723,19.8
293165,1373,958,Trump,5265,3640,2500,22.6
293166,158,166,Clinton,898,511,347,36.6
293167,2,2,,77,11,4,36.4
293168,225,235,Clinton,826,782,496,27
293169,61,37,Trump,213,142,103,28.2
293170,0,0,,0,0,0,0
293171,0,3,Clinton,0,0,3,0
293172,127,166,Clinton,870,540,320,36.3
293173,1145,901,Trump,5292,3328,2210,23.1
293174,1930,1166,Trump,4182,4487,3335,22.6
293175,191,185,Trump,846,591,407,36.2
293176,6,4,Trump,6,11,10,0
293178,0,0,,0,0,0,0
293179,0,1,Clinton,0,0,1,0
293180,321,308,Trump,1490,1090,698,27.1
293181,833,487,Trump,2637,1985,1415,20.4
293182,262,255,Trump,898,781,538,30.6
293183,14,2,Trump,24,15,16,0
293184,75,50,Trump,545,281,138,32
293185,73,50,Trump,25,178,134,27.5
293186,4,0,Trump,0,0,4,0
293187,0,1,Clinton,0,0,1,0
293189,263,324,Clinton,1091,897,642,24.9
293190,0,0,,0,0,0,0
293191,71,48,Trump,68,157,121,22.9
294001,308,805,Clinton,2198,2071,1204,30
294002,74,297,Clinton,2136,1012,395,73.8
294003,66,421,Clinton,3295,1377,521,51.8
294004,84,278,Clinton,1695,899,386,39.2
294005,117,607,Clinton,3480,1688,768,61.3
294006,66,269,Clinton,1243,752,374,47.9
294007,302,271,Trump,7226,1811,668,12.3
294008,155,237,Clinton,822,647,423,30.1
294009,64,282,Clinton,1728,1043,367,63.1
294010,21,388,Clinton,3639,1304,420,36.7
294011,44,461,Clinton,3287,1477,528,36.1
294012,45,242,Clinton,1815,880,302,39.4
294013,94,320,Clinton,1814,969,442,79.2
294014,33,176,Clinton,993,473,215,81.2
294015,149,645,Clinton,3286,1733,843,68
294016,211,805,Clinton,3963,2072,1066,76.5
294017,226,848,Clinton,3679,2151,1185,48.5
294018,136,486,Clinton,1145,989,673,31.3
294019,341,821,Clinton,7298,2658,1210,63.6
294020,162,223,Clinton,1003,824,409,47.7
294021,253,325,Clinton,1808,1120,615,47.1
294022,33,44,Clinton,483,264,80,49.2
294023,495,665,Clinton,3148,2195,1235,61
294024,462,879,Clinton,4296,2653,1416,60.9
294025,174,389,Clinton,2669,1237,590,65.6
294026,383,1135,Clinton,7090,3440,1611,75.3
294027,227,568,Clinton,2627,1541,830,65.2
294028,267,908,Clinton,4042,2257,1224,75.7
294029,133,782,Clinton,4596,2371,953,66.1
294030,4,131,Clinton,993,405,138,40.5
294031,194,583,Clinton,3626,1859,820,77.6
294032,272,589,Clinton,3222,1695,908,69.3
294033,546,1017,Clinton,5575,2952,1630,53.4
294034,264,593,Clinton,3038,1747,893,44.8
294035,5,23,Clinton,51,32,31,9.4
294036,248,1124,Clinton,4522,2653,1431,27.9
294037,79,660,Clinton,3439,1890,768,33.7
294038,676,1020,Clinton,3821,2829,1851,20.3
294039,33,542,Clinton,2277,1405,596,18
294040,44,387,Clinton,1396,872,449,11.9
294041,80,844,Clinton,3240,2066,952,22
294042,16,53,Clinton,355,162,71,32.1
294043,48,98,Clinton,898,387,158,39.8
294044,251,418,Clinton,2703,1381,720,35.8
294045,487,739,Clinton,4387,2411,1314,40.4
294046,798,664,Trump,3644,2506,1589,13.6
294047,401,732,Clinton,5475,2631,1225,46.3
294048,165,625,Clinton,4188,1895,831,85.4
294049,316,658,Clinton,4119,2136,1041,27.7
294050,562,412,Trump,2104,1587,1053,21.7
294051,693,490,Trump,1990,1795,1276,16.4
294052,670,583,Trump,3313,2121,1333,22.6
294053,428,526,Clinton,3044,1841,1016,31
294054,931,1089,Clinton,4844,3587,2139,27.3
294055,476,362,Trump,2116,1525,900,27.2
294056,862,754,Trump,5033,3245,1739,25.5
294057,749,362,Trump,1832,1674,1193,13.5
294058,706,381,Trump,3090,2026,1156,22.7
294059,610,552,Trump,3087,2188,1244,26.5
294060,406,572,Clinton,3148,2080,1047,29.6
294061,311,679,Clinton,5531,2587,1053,38.6
294062,105,230,Clinton,1372,634,349,50.6
294063,142,259,Clinton,2185,1071,428,49.3
294064,568,649,Clinton,3841,2404,1291,35.9
